Protein_id,Protein_description,Gene_name,hrp_1,hrp_2,h2o2_1,h2o2_2,t4_1,t4_2,t5_1,t5_2,signal_ratio,fp,tp,tpr,fpr,tpr_fpr,fdr
2841,"Cuticular protein 76Bd, isoform C;Cuticular protein 76Bd, isoform B",CG9299-RB;Cpr76Bd,6.2661,5.8924,6.0033,5.8341,5.8124,5.8539,6.1357,6.6652,0.8310999999999993,0,0,0.028455284552845527,0.0,0.028455284552845527,0.0
3289,IP14311p,Dmel\CG12964,6.1385,5.5272,5.8145,5.6008,5.1233,5.3564,6.3516,6.426,0.8252000000000006,0,0,0.028455284552845527,0.0,0.028455284552845527,0.0
FBgn0036926,"Uncharacterized protein, isoform A",BcDNA:RH69723;Dmel\CG7646,6.5316,6.0116,4.7324,6.0054,6.7216,6.8004,6.3353,6.8254,0.8200000000000003,0,0,0.028455284552845527,0.0,0.028455284552845527,0.0
FBgn0005664,Drosocrystallin,Crys,8.239,7.2112,7.1827,6.9238,7.6968,7.4337,7.3119,7.7436,0.8197999999999999,0,1,0.03048780487804878,0.0,0.03048780487804878,0.0
1527,"Keratin, type II cytoskeletal 4",KRT4,6.9492,7.504,6.9798,6.2408,6.1425,6.3319,6.5614,7.0578,0.8170000000000002,0,0,0.03048780487804878,0.0,0.03048780487804878,0.0
FBgn0287234,HL04814p,slf,7.2444,6.7145,6.7963,6.5245,6.6259,6.5186,7.2954,7.3389,0.8144,0,0,0.03048780487804878,0.0,0.03048780487804878,0.0
FBgn0263930,"Division abnormally delayed protein;Division abnormally delayed, isoform B",dally,7.0893,6.6359,6.4436,6.3724,7.1844,7.2403,6.9935,7.185,0.8125999999999998,0,1,0.032520325203252036,0.0,0.032520325203252036,0.0
FBgn0028938,"Vajk1, isoform B;RH73259p",Vajk1,6.4964,6.141,6.3166,6.0946,6.1167,6.0756,6.8145,6.9012,0.8066000000000004,0,0,0.032520325203252036,0.0,0.032520325203252036,0.0
1971,IP04044p (Fragment);DUF4794 domain-containing protein,CG13239;Dmel\CG13239,6.7815,6.0088,6.4457,6.3762,5.6609,6.2164,7.2957,7.1717,0.7955000000000005,0,0,0.032520325203252036,0.0,0.032520325203252036,0.0
3386,Negative elongation factor B,NELF-B,5.7904,5.6741,5.6438,5.4703,5.5869,5.63,5.6981,6.2541,0.7838000000000003,0,0,0.032520325203252036,0.0,0.032520325203252036,0.0
FBgn0028482,Protein borderless,bdl,8.5087,8.3467,7.8149,7.9771,8.5192,8.7825,8.5533,8.7559,0.7788000000000004,0,1,0.034552845528455285,0.0,0.034552845528455285,0.0
1983,Transmembrane protein;Dusky,dy,6.722,6.1336,6.4377,6.2878,5.9004,6.1757,7.2081,7.066,0.7782,0,0,0.034552845528455285,0.0,0.034552845528455285,0.0
FBgn0284408,"Terribly reduced optic lobes, isoform BC;Terribly reduced optic lobes, isoform AI",trol;trol-RE,8.3324,7.902,7.9707,7.8441,8.1551,8.0904,8.4685,8.6212,0.7770999999999999,0,1,0.036585365853658534,0.0,0.036585365853658534,0.0
FBgn0053543,RE72871p;IP08311p (Fragment);Uncharacterized protein,CG33543-RC;CT35363,7.1326,6.728,6.6114,6.4433,7.2412,7.3119,7.0109,7.2193,0.7759999999999998,0,1,0.03861788617886179,0.0,0.03861788617886179,0.0
FBgn0287775,18 wheeler;18w protein;CG8896 (Fragment);Tlr protein,18w;18w-RA;CG8595;CG8896,6.0853,6.0686,5.9321,5.7768,5.9919,6.0459,6.125,6.5454,0.7686000000000002,0,1,0.04065040650406504,0.0,0.04065040650406504,0.0
FBgn0032495,GH15921p,cg16820,6.1089,5.7689,6.057,5.792,5.6448,5.7806,6.742,6.5579,0.7659000000000002,0,1,0.042682926829268296,0.0,0.042682926829268296,0.0
3419,Protein Wnt-5;Protein Wnt (Fragment);Protein Wnt,Wnt5,6.01,5.8563,3.8273,5.5449,5.9993,6.0297,5.9989,6.3073,0.7623999999999995,0,0,0.042682926829268296,0.0,0.042682926829268296,0.0
FBgn0015776,FI04125p;Sodium/potassium-transporting ATPase subunit beta-1,nrv1,6.6086,6.0185,6.0754,6.0242,6.2201,6.1343,6.6362,6.7774,0.7531999999999996,0,1,0.044715447154471545,0.0,0.044715447154471545,0.0
FBgn0284408,"Terribly reduced optic lobes, isoform AH;Terribly reduced optic lobes, isoform AF;Terribly reduced optic lobes, isoform AR;Terribly reduced optic lobes, isoform AU;Terribly reduced optic lobes, isoform AQ;Terribly reduced optic lobes, isoform AT",trol;trol-RE,8.2634,7.9346,7.9837,7.8722,7.9937,8.0318,8.5819,8.6212,0.7489999999999997,0,1,0.046747967479674794,0.0,0.046747967479674794,0.0
3005,Alpha-S1-casein,CSN1S1,6.394,6.1325,6.0306,5.8888,5.0346,5.3926,6.2653,6.62,0.7312000000000003,0,0,0.046747967479674794,0.0,0.046747967479674794,0.0
FBgn0053481,"Defective proboscis extension response 7, isoform F;Defective proboscis extension response 7, isoform G",dpr7;dpr7-RC;dpr7-RD;HDC16683,6.6011,6.4049,6.3857,6.2082,6.8124,6.8694,6.657,6.9348,0.7266000000000004,0,1,0.04878048780487805,0.0,0.04878048780487805,0.0
2390,RH09188p;SD10060p,CG4797;Dmel\CG4797,6.3214,6.2155,6.2645,6.1815,6.1094,6.1063,6.2727,6.9042,0.7227000000000006,0,0,0.04878048780487805,0.0,0.04878048780487805,0.0
FBgn0264707,"Rho guanine nucleotide exchange factor 3, isoform M;Rho guanine nucleotide exchange factor 3, isoform L",RhoGEF3,6.4003,6.1699,6.4527,5.8287,6.4116,6.3984,6.3935,6.5458,0.7170999999999994,0,0,0.04878048780487805,0.0,0.04878048780487805,0.0
3422,"Fuseless, isoform A",fusl,5.6558,6.0329,4.3092,5.6084,5.6631,5.6759,6.2889,6.3235,0.7151000000000005,0,0,0.04878048780487805,0.0,0.04878048780487805,0.0
FBgn0028387,"CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);MIP19344p (Fragment);Chameau, isoform B;Histone acetyltransferase;Histone acetyltransferase;Histone acetyltransferase",chm;chm-RA,6.1069,5.8925,5.8787,5.8974,5.7439,5.8754,6.3235,6.6097,0.7122999999999999,1,0,0.04878048780487805,0.0015432098765432098,0.04723727792833484,0.0008771929824561404
2737,RE26705p;Curly Su,cysu,6.2682,5.9554,5.9357,5.9295,5.776,5.7743,6.6853,6.6408,0.7112999999999996,0,0,0.04878048780487805,0.0015432098765432098,0.04723727792833484,0.0008771929824561404
FBgn0039647,"Julius seizure, isoform D;GH11945p",jus,7.4426,7.0942,7.2625,7.1242,7.5877,7.6634,7.7036,7.8308,0.7065999999999999,0,1,0.0508130081300813,0.0015432098765432098,0.04926979825353809,0.0008771929824561404
FBgn0032538,RH04334p,Vajk2,7.6426,7.0876,7.3224,7.1152,6.3991,6.4978,7.8472,7.8211,0.7059000000000006,0,0,0.0508130081300813,0.0015432098765432098,0.04926979825353809,0.0008771929824561404
3534,Miniature,m,5.826,5.2501,5.6372,5.418,5.0953,5.2264,6.1985,6.0976,0.6795999999999998,0,0,0.0508130081300813,0.0015432098765432098,0.04926979825353809,0.0008771929824561404
1169,"Peroxidase C1A, fragment (113-338)",PRXC1A,6.8709,6.4771,6.5769,6.5273,7.3457,7.3775,7.1396,7.2003,0.673,0,0,0.0508130081300813,0.0015432098765432098,0.04926979825353809,0.0008771929824561404
3083,Ccp84Ae,Ccp84Ae,6.0397,5.7058,5.8401,5.6861,5.7743,5.6954,6.3389,6.3579,0.6718000000000002,0,0,0.0508130081300813,0.0015432098765432098,0.04926979825353809,0.0008771929824561404
FBgn0000636,"Fasciclin-3, Isoform B;Fasciclin 3, isoform F",Fas3,6.6611,6.5844,6.5108,6.49,7.2189,7.2543,6.8609,7.1344,0.6444000000000001,0,1,0.052845528455284556,0.0015432098765432098,0.051302318578741346,0.0008771929824561404
FBgn0034718,Protein windpipe,wdp,6.5857,6.1141,6.0163,5.7856,6.508,6.4973,6.4529,6.4159,0.6303000000000001,0,1,0.054878048780487805,0.0015432098765432098,0.053334838903944595,0.0008771929824561404
FBgn0083975,"Neuroligin 4, isoform F;GH07829p;Neuroligin 4, isoform B",Nlg4,6.6344,6.71,5.2434,6.3978,6.8561,6.9556,6.6795,7.0236,0.6257999999999999,0,1,0.056910569105691054,0.0015432098765432098,0.055367359229147844,0.0008771929824561404
FBgn0004584,DNA-(apurinic or apyrimidinic site) endonuclease;Recombination repair protein 1,Max;Rrp1,6.6791,6.5444,5.9732,6.3177,6.4841,6.4672,6.6008,6.9421,0.6243999999999996,0,0,0.056910569105691054,0.0015432098765432098,0.055367359229147844,0.0008771929824561404
2647,Cuticular protein 100A,Cpr100A,6.435,6.0919,6.0516,6.0232,6.098,6.0209,6.0054,6.6434,0.6201999999999996,0,0,0.056910569105691054,0.0015432098765432098,0.055367359229147844,0.0008771929824561404
FBgn0039581,"RE23622p (Fragment);Peptidylprolyl cis-trans isomerase;Moca-cyp, isoform A",Moca-cyp,7.0918,6.476,6.639,6.479,6.0315,6.076,6.8422,7.0931,0.6140999999999996,1,0,0.056910569105691054,0.0030864197530864196,0.053824149352604635,0.0017543859649122807
FBgn0043806,RH42907p (Fragment);MIP21654p,BcDNA:RH42907;CG32032,8.6439,8.1196,7.5671,7.5225,8.3824,8.4047,8.0095,8.1347,0.6122000000000005,0,0,0.056910569105691054,0.0030864197530864196,0.053824149352604635,0.0017543859649122807
FBgn0263994,"Uncharacterized protein, isoform C;Uncharacterized protein, isoform B",CG15028;Dmel\CG43737,7.4465,6.7668,6.4179,6.647,7.5501,7.6088,7.112,7.2561,0.6090999999999998,0,0,0.056910569105691054,0.0030864197530864196,0.053824149352604635,0.0017543859649122807
3726,Importin subunit alpha;LP05312p;Importin subunit alpha,Kap-alpha1,5.8121,5.39,5.1395,5.0907,4.9636,5.0115,5.5714,5.6972,0.6064999999999996,0,0,0.056910569105691054,0.0030864197530864196,0.053824149352604635,0.0017543859649122807
FBgn0083228,FI18190p1,Frq;Frq1;Frq2,6.4695,6.0016,5.1515,5.8979,6.2757,6.2732,6.2036,6.5041,0.6062000000000003,0,0,0.056910569105691054,0.0030864197530864196,0.053824149352604635,0.0017543859649122807
FBgn0038819,RH04437p;Cuticular protein 92F,Cpr92F,6.6937,6.1638,6.1337,6.1111,6.0898,6.1212,6.8653,6.7161,0.6049999999999995,0,1,0.05894308943089431,0.0030864197530864196,0.05585666967780789,0.0017543859649122807
FBgn0038282,"Defective proboscis extension response 9, isoform A",dpr9,7.066,6.6175,6.6046,6.3827,6.9775,6.9875,7.0535,6.9859,0.6032000000000002,0,1,0.06097560975609756,0.0030864197530864196,0.05788919000301114,0.0017543859649122807
3176,Amino acid transporter protein JHI-21,JhI-21,5.9541,5.8353,5.8933,5.6492,5.8051,5.771,5.8719,6.2514,0.6021999999999998,0,0,0.06097560975609756,0.0030864197530864196,0.05788919000301114,0.0017543859649122807
564,Trypsin-1,PRSS1,7.8602,7.1648,7.5748,7.3509,6.8183,6.7837,7.7629,7.9528,0.6018999999999997,0,0,0.06097560975609756,0.0030864197530864196,0.05788919000301114,0.0017543859649122807
3322,Phosphatidylinositol-glycan biosynthesis class X protein;Phosphatidylinositol-glycan biosynthesis class X protein;Phosphatidylinositol-glycan biosynthesis class X protein,CG30381-RB;PIG-X,5.832,5.4218,5.7192,5.6777,5.6587,5.5902,5.9589,6.2717,0.5940000000000003,0,0,0.06097560975609756,0.0030864197530864196,0.05788919000301114,0.0017543859649122807
FBgn0032979,"Chromatin-linked adaptor for MSL proteins, isoform B;LD26873p;Chromatin-linked adaptor for MSL proteins, isoform A",Clamp,6.5544,6.2184,6.2403,6.0202,6.2561,6.2761,6.3858,6.6105,0.5903,1,0,0.06097560975609756,0.004629629629629629,0.05634598012646793,0.002631578947368421
FBgn0010415,Syndecan;Syndecan,Sdc,7.3943,6.9966,7.1378,6.9793,7.3098,7.389,7.36,7.5684,0.5890999999999993,0,1,0.06300813008130081,0.004629629629629629,0.05837850045167118,0.002631578947368421
3728,Gag protein;HDC14603,gag;HDC14603,5.5222,5.34,5.46,5.1366,5.169,5.2227,5.0854,5.7251,0.5885000000000007,0,0,0.06300813008130081,0.004629629629629629,0.05837850045167118,0.002631578947368421
FBgn0037707,LD23870p,RnpS1,7.1164,6.3851,6.7051,6.5776,6.14,6.1235,6.8089,7.1618,0.5842,0,0,0.06300813008130081,0.004629629629629629,0.05837850045167118,0.002631578947368421
3376,GH20840p,Dmel\CG11407,5.8515,5.0337,4.5898,5.4867,6.2503,6.398,6.1106,6.0707,0.5840000000000005,0,0,0.06300813008130081,0.004629629629629629,0.05837850045167118,0.002631578947368421
FBgn0030018,Mitogen-activated protein kinase kinase kinase;Mitogen-activated protein kinase kinase kinase;Mitogen-activated protein kinase kinase kinase;Mitogen-activated protein kinase kinase kinase,slpr;slpr-RA,6.0228,5.4115,5.3193,5.1984,5.2645,5.2573,5.7074,5.7685,0.5701,0,0,0.06300813008130081,0.004629629629629629,0.05837850045167118,0.002631578947368421
FBgn0039089,"Beaten path IV, isoform B;Beaten path IV, isoform A",beat-IV,6.9919,6.4689,6.3463,6.3754,6.8008,6.8793,6.7989,6.9435,0.5681000000000003,0,1,0.06504065040650407,0.004629629629629629,0.06041102077687444,0.002631578947368421
FBgn0030529,"Chloride intracellular channel, isoform A",Clic,6.2709,6.1475,6.3517,6.1466,5.8147,5.8749,5.3248,6.7133,0.5667,1,0,0.06504065040650407,0.006172839506172839,0.05886781090033123,0.0035087719298245615
3663,SD11922p,Spn55B,5.3489,5.051,5.3941,5.3628,5.3643,5.3457,5.8099,5.9276,0.5648,0,0,0.06504065040650407,0.006172839506172839,0.05886781090033123,0.0035087719298245615
2004,"Mitochondrial ribosomal protein L21, isoform A",mRpL21,6.4272,6.2438,6.4203,6.3949,6.2364,6.2522,6.926,6.9543,0.5594000000000001,0,0,0.06504065040650407,0.006172839506172839,0.05886781090033123,0.0035087719298245615
3784,"LD41184p;SD09109p;Uncharacterized protein, isoform A",CG9098;Dmel\CG9098,5.4786,5.11,5.1575,5.1148,4.9929,4.9908,5.1798,5.6739,0.5590999999999999,0,0,0.06504065040650407,0.006172839506172839,0.05886781090033123,0.0035087719298245615
FBgn0283509,Peptidylglycine monooxygenase;Peptidylglycine alpha-hydroxylating monooxygenase,Phm,6.3578,5.9584,5.7936,5.7304,6.0225,6.0343,5.9908,6.2871,0.5566999999999993,0,0,0.06504065040650407,0.006172839506172839,0.05886781090033123,0.0035087719298245615
FBgn0037676,"GH27383p;Uncharacterized protein, isoform B",CG8861;Dmel\CG8861,6.6555,6.4004,6.2291,6.3759,6.6665,6.7063,6.698,6.9316,0.5557000000000007,0,1,0.06707317073170732,0.006172839506172839,0.06090033122553448,0.0035087719298245615
2481,Retinin,retinin,6.8103,6.0743,6.0635,5.9494,6.3319,6.0777,6.1914,6.505,0.5556000000000001,0,0,0.06707317073170732,0.006172839506172839,0.06090033122553448,0.0035087719298245615
FBgn0016075,"Viking, isoform A",vkg;vkg-RA,8.1363,7.8714,7.7915,7.783,7.6861,7.7681,8.2968,8.3386,0.5555999999999992,0,1,0.06910569105691057,0.006172839506172839,0.06293285155073773,0.0035087719298245615
FBgn0019624,"Cytochrome c oxidase polypeptide Va;Cytochrome c oxidase subunit 5A, mitochondrial",COX5A,7.0893,6.6413,6.752,6.576,6.784,6.7982,6.9361,7.1307,0.5547000000000004,1,0,0.06910569105691057,0.007716049382716049,0.06138964167419452,0.0043859649122807015
1271,"Fasciclin 3, isoform G",Fas3,7.0237,6.6852,6.5065,6.532,7.1425,7.1471,6.9285,7.0856,0.5536000000000003,0,0,0.06910569105691057,0.007716049382716049,0.06138964167419452,0.0043859649122807015
3658,RT10464p (Fragment);GH04611p;FI03681p,kal-1-RA;Kal1,5.6572,5.4819,5.404,5.302,5.2962,5.1561,5.5265,5.8519,0.5499,0,0,0.06910569105691057,0.007716049382716049,0.06138964167419452,0.0043859649122807015
FBgn0030796,"Uncharacterized protein, isoform D;RE65605p;GH09194p",CG4829;CG4829-RB;CG4829-RD;Dmel\CG4829,8.1004,7.5835,7.4999,7.4017,7.8852,7.9616,7.8169,7.9513,0.5495999999999999,0,1,0.07113821138211382,0.007716049382716049,0.06342216199939776,0.0043859649122807015
3591,"Uncharacterized protein, isoform B;GH05836p",Dmel\CG10139,5.7659,5.861,4.2813,5.2427,5.8504,5.8063,5.783,5.7919,0.5491999999999999,0,0,0.07113821138211382,0.007716049382716049,0.06342216199939776,0.0043859649122807015
FBgn0013303,Neurocalcin homolog,Nca,6.7977,6.5801,5.1557,6.5083,6.9711,7.029,6.8371,7.0571,0.5488,0,0,0.07113821138211382,0.007716049382716049,0.06342216199939776,0.0043859649122807015
FBgn0262509,"MIP14196p;MIP14396p (Fragment);Neuromusculin, isoform E;FI21256p1;Neuromusculin, isoform H;Neuromusculin, isoform I;Neuromusculin, isoform B;Neuromusculin;Neuromusculin, isoform A",nrm;nrm-RA;nrm-RB,6.7205,6.3138,6.1507,6.1482,6.7634,6.812,6.5198,6.6954,0.5472000000000001,0,1,0.07317073170731707,0.007716049382716049,0.06545468232460103,0.0043859649122807015
FBgn0030872,"RH64870p;Ucp4A, isoform C",Ucp4A,6.7932,6.7088,6.3423,6.427,6.4843,6.3422,6.874,6.974,0.5470000000000006,0,0,0.07317073170731707,0.007716049382716049,0.06545468232460103,0.0043859649122807015
FBgn0015399,"GM02380p1;KEK1;CG12283 (Fragment);SD01674p;Kekkon 1, isoform B",CG12283;kek1;kek1-RA,6.577,6.2322,6.253,6.206,6.5454,6.5681,6.6406,6.7516,0.5455999999999994,0,1,0.07520325203252033,0.007716049382716049,0.06748720264980429,0.0043859649122807015
FBgn0033717,LD05247p,Dmel\CG8839,6.323,5.589,5.614,5.4517,5.5645,5.4862,5.5528,5.9965,0.5448000000000004,1,0,0.07520325203252033,0.009259259259259259,0.06594399277326107,0.005263157894736842
FBgn0032021,Protein quiver,Dmel\CG7781,7.1162,6.5544,6.6079,6.5094,6.944,7.0099,6.9193,7.0495,0.5400999999999998,0,1,0.07723577235772358,0.009259259259259259,0.06797651309846432,0.005263157894736842
3461,IP04187p,Dmel\CG14274,5.712,5.5991,5.6052,5.376,5.7152,5.754,5.5763,5.916,0.54,0,0,0.07723577235772358,0.009259259259259259,0.06797651309846432,0.005263157894736842
FBgn0031992,"Acyl-CoA binding protein 1, isoform A",Acbp1,6.3874,5.8088,5.6307,5.7198,5.776,5.7574,6.0426,6.2545,0.5347,0,0,0.07723577235772358,0.009259259259259259,0.06797651309846432,0.005263157894736842
FBgn0261999,"Ca[2+] channel Muscle-specific alpha2/delta subunit, isoform A",Ca-Ma2d,6.392,6.717,6.1882,6.3946,7.0053,7.0806,6.6407,6.9281,0.5335000000000001,0,1,0.07926829268292683,0.009259259259259259,0.07000903342366757,0.005263157894736842
