Orthogroup,tmp
OG0000205,NP_650683
OG0000206,NP_524413
OG0000207,NP_649563
OG0000208,NP_476950
OG0000209,NP_648261
OG0000210,NP_572306
OG0000211,NP_001034029
OG0000212,NP_476968
OG0000213,NP_001034027
OG0000214,NP_648872
OG0000215,NP_001401058
OG0000216,NP_001137778
OG0000217,NP_001285848
OG0000218,NP_609182
OG0000219,NP_610405
OG0000220,NP_477052
OG0000221,NP_524741
OG0000222,NP_523745
OG0000223,NP_523748
OG0000224,NP_570008
OG0000225,NP_724038
OG0000226,NP_525076
OG0000227,NP_477390
OG0000228,NP_001138199
OG0000229,NP_569883
OG0000230,NP_001162870
OG0000234,NP_001097977
OG0000235,NP_608324
OG0000236,NP_649887
OG0000237,NP_728390
OG0000238,NP_001097904
OG0000239,NP_732700
OG0000240,NP_001027166
OG0000241,NP_572149
OG0000242,NP_727962
OG0000243,NP_524417
OG0000244,NP_728573
OG0000245,NP_610021
OG0000246,NP_648081
OG0000247,NP_477025
OG0000248,NP_648012
OG0000249,NP_648418
OG0000250,NP_572308
OG0000251,NP_001163428
OG0000252,NP_001097171
OG0000253,NP_649022
OG0000254,NP_524089
OG0000255,NP_648820
OG0000256,NP_609763
OG0000257,NP_001260478
OG0000258,NP_610509
OG0000259,NP_609132
OG0000260,NP_476619
OG0000261,NP_725314
OG0000262,NP_001246302
OG0000263,NP_611000
OG0000264,NP_001097349
OG0000265,NP_523768
OG0000266,NP_611444
OG0000267,NP_525093
OG0000268,NP_001027409
OG0000269,NP_651086
OG0000270,NP_649786
OG0000271,NP_649957
OG0000272,NP_732890
OG0000273,NP_524279
OG0000274,NP_731250
OG0000275,NP_001260865
OG0000277,NP_525017
OG0000278,NP_650580
OG0000279,NP_001034060
OG0000280,NP_650658
OG0000281,NP_001036733
OG0000282,NP_525092
OG0000283,NP_001104092
OG0000284,NP_649682
OG0000285,NP_728790
OG0000286,NP_001104460
OG0000287,NP_476831
OG0000288,NP_525000
OG0000289,NP_648821
OG0000290,NP_001303314
OG0000291,NP_611452
OG0000292,NP_001033896
OG0000293,NP_610225
OG0000294,NP_725387
OG0000295,NP_001014530
OG0000296,NP_476871
OG0000297,NP_572281
OG0000298,NP_572658
OG0000299,NP_996046
OG0000300,NP_001104071
OG0000302,NP_651735
OG0000303,NP_651645
OG0000304,NP_651510
OG0000305,NP_650388
OG0000306,NP_731479
OG0000307,NP_001188585
OG0000308,NP_650103
OG0000309,NP_650130
OG0000310,NP_001262606
OG0000311,NP_650340
OG0000312,NP_650615
OG0000313,NP_650828
OG0000314,NP_609129
OG0000315,NP_648217
OG0000316,NP_647792
OG0000317,NP_523903
OG0000318,NP_001027106
OG0000319,NP_729588
OG0000320,NP_724369
OG0000321,NP_001261131
OG0000322,NP_524088
OG0000323,NP_648807
OG0000324,NP_652484
OG0000325,NP_608737
OG0000326,NP_001137789
OG0000327,NP_524720
OG0000328,NP_609550
OG0000329,NP_001027247
OG0000330,NP_524760
OG0000331,NP_610407
OG0000332,NP_610280
OG0000333,NP_001286682
OG0000334,NP_523691
OG0000335,NP_610832
OG0000336,NP_995854
OG0000337,NP_611566
OG0000338,NP_611324
OG0000339,NP_611309
OG0000340,NP_726827
OG0000341,NP_572160
OG0000342,NP_572885
OG0000343,NP_001245761
OG0000344,NP_572938
OG0000345,NP_001284927
OG0000346,NP_523426
OG0000347,NP_572639
OG0000348,NP_001096858
OG0000349,ds_NP_001015100
OG0000353,NP_001097991
OG0000354,NP_651823
OG0000355,NP_733378
OG0000356,NP_476584
OG0000357,NP_572788
OG0000358,NP_573110
OG0000359,NP_651431
OG0000360,NP_608456
OG0000361,NP_649812
OG0000362,NP_649880
OG0000363,NP_649524
OG0000364,NP_524954
OG0000365,NP_649650
OG0000366,NP_650805
OG0000367,NP_650920
OG0000368,NP_524259
OG0000369,NP_648258
OG0000370,NP_647887
OG0000371,NP_608609
OG0000372,NP_729837
OG0000373,NP_001261799
OG0000374,NP_524882
OG0000375,NP_649077
OG0000376,NP_001015401
OG0000377,NP_611492
OG0000378,NP_511138
OG0000379,NP_608595
OG0000380,NP_511150
OG0000381,NP_001188820
OG0000382,NP_609278
OG0000383,NP_609397
OG0000384,NP_001162960
OG0000385,NP_524982
OG0000386,NP_724697
OG0000387,NP_542445
OG0000388,NP_995763
OG0000389,NP_608337
OG0000390,NP_001097326
OG0000391,NP_611654
OG0000392,NP_611282
OG0000393,NP_001036365
OG0000394,NP_610018
OG0000395,NP_524981
OG0000396,NP_728008
OG0000397,NP_001097020
OG0000398,NP_727732
OG0000399,NP_572427
OG0000400,NP_572429
OG0000401,NP_572763
OG0000402,NP_001303588
OG0000405,NP_001246726
OG0000406,NP_573383
OG0000407,NP_651563
OG0000408,NP_651168
OG0000409,NP_650204
OG0000410,NP_650065
OG0000411,NP_001262532
OG0000412,NP_731887
OG0000413,NP_524388
OG0000414,NP_732554
OG0000415,NP_524266
OG0000416,NP_649671
OG0000417,NP_612081
OG0000418,NP_728724
OG0000419,NP_523892
OG0000420,NP_728791
OG0000421,NP_001027105
OG0000422,NP_647923
OG0000423,NP_477368
OG0000424,NP_001097580
OG0000425,NP_001137943
OG0000426,NP_648844
OG0000427,NP_477425
OG0000428,NP_001027266
OG0000429,NP_610565
OG0000430,NP_652500
OG0000431,NP_609176
OG0000432,NP_523622
OG0000433,NP_725440
OG0000434,NP_611325
OG0000435,NP_525043
OG0000436,NP_570086
OG0000437,NP_001285483
OG0000438,NP_573076
OG0000439,NP_572682
OG0000442,NP_001189265
OG0000443,NP_649872
OG0000444,NP_649873
OG0000445,NP_731941
OG0000446,NP_001097822
OG0000447,NP_001189244
OG0000448,NP_652401
OG0000449,NP_730859
OG0000450,NP_647651
OG0000451,NP_648046
OG0000452,NP_524010
OG0000453,NP_729646
OG0000454,NP_648737
OG0000455,NP_730301
OG0000456,NP_001097067
OG0000457,NP_610336
OG0000458,NP_001303590
OG0000459,NP_523675
OG0000460,NP_724855
OG0000461,NP_609285
OG0000462,NP_608992
OG0000463,NP_001260389
OG0000464,NP_001245538
OG0000465,NP_609152
OG0000467,NP_523645
OG0000468,NP_523624
OG0000469,NP_611758
OG0000470,NP_001097299
OG0000471,NP_725965
OG0000472,NP_611438
OG0000473,NP_611323
OG0000474,NP_001246468
OG0000475,NP_001097168
OG0000476,NP_609833
OG0000477,NP_724330
OG0000478,NP_001285513
OG0000479,NP_728443
OG0000480,NP_608463
OG0000481,NP_572543
OG0000482,NP_001285062
OG0000483,NP_001104342
OG0000486,NP_001027213
OG0000487,NP_733394
OG0000488,NP_651635
OG0000489,NP_652269
OG0000490,NP_001369030
OG0000491,NP_524460
OG0000492,NP_651080
OG0000493,NP_651007
OG0000494,NP_732665
OG0000495,NP_731426
OG0000496,NP_648962
OG0000497,NP_001027175
OG0000498,NP_650378
OG0000499,NP_649704
OG0000500,NP_649608
OG0000501,NP_788575
OG0000502,NP_729270
OG0000503,NP_648219
OG0000504,NP_648205
OG0000505,NP_001027216
OG0000506,NP_523943
OG0000507,NP_001401038
OG0000508,NP_648885
OG0000509,NP_730435
OG0000510,NP_001303580
OG0000511,NP_001097656
OG0000512,NP_649332
OG0000513,NP_001014456
OG0000514,NP_608799
OG0000515,NP_608911
OG0000516,NP_995793
OG0000517,NP_001027438
OG0000518,NP_477046
OG0000519,NP_476734
OG0000520,NP_523631
OG0000521,NP_525007
OG0000522,NP_001097269
OG0000523,NP_610756
OG0000524,NP_725183
OG0000525,NP_788343
OG0000526,NP_725288
OG0000527,NP_001369087
OG0000528,NP_001261019
OG0000529,NP_001188961
OG0000530,NP_611201
OG0000531,NP_001261046
OG0000532,NP_726022
OG0000533,NP_725995
OG0000534,NP_523790
OG0000535,NP_476808
OG0000536,NP_611318
OG0000537,NP_001260590
OG0000538,NP_726832
OG0000539,NP_728057
OG0000540,NP_573261
OG0000541,NP_573357
OG0000542,NP_572867
OG0000543,NP_572409
OG0000544,NP_001104417
OG0000547,NP_525014
OG0000550,NP_651293
OG0000551,NP_651140
OG0000552,NP_651092
OG0000553,NP_650048
OG0000554,NP_731666
OG0000555,NP_650677
OG0000556,NP_732378
OG0000557,NP_650830
OG0000558,NP_649550
OG0000559,NP_730944
OG0000560,NP_612009
OG0000561,NP_001097464
OG0000562,NP_001097483
OG0000563,NP_647847
OG0000564,NP_524005
OG0000565,NP_001262016
OG0000566,NP_524125
OG0000567,NP_573133
OG0000568,NP_648754
OG0000569,NP_001163471
OG0000570,NP_649170
OG0000571,NP_649430
OG0000572,NP_001015476
OG0000573,NP_608584
OG0000574,NP_608660
OG0000575,NP_608797
OG0000576,NP_476783
OG0000577,NP_609717
OG0000578,NP_610523
OG0000579,NP_001033937
OG0000580,NP_001027397
OG0000581,NP_609258
OG0000582,NP_609267
OG0000583,NP_609288
OG0000584,NP_476874
OG0000585,NP_609337
OG0000586,NP_608993
OG0000587,NP_610333
OG0000588,NP_477101
OG0000589,NP_001260721
OG0000590,NP_610184
OG0000591,NP_001261155
OG0000592,NP_611738
OG0000593,NP_610635
OG0000594,NP_610693
OG0000595,NP_610709
OG0000596,NP_610835
OG0000597,NP_001188942
OG0000598,NP_523761
OG0000599,NP_001261105
OG0000600,NP_652368
OG0000601,NP_524269
OG0000602,NP_609817
OG0000603,NP_609948
OG0000604,NP_610069
OG0000605,NP_610091
OG0000606,NP_001014717
OG0000607,NP_569993
OG0000608,NP_525053
OG0000609,NP_511046
OG0000610,NP_572478
OG0000611,NP_523376
OG0000612,NP_573142
OG0000613,NP_573201
OG0000614,NP_573324
OG0000615,NP_573359
OG0000616,NP_525013
OG0000617,NP_001356947
OG0000618,NP_573066
OG0000619,NP_573031
OG0000620,NP_572912
OG0000621,NP_728438
OG0000622,NP_572542
OG0000623,NP_572576
OG0000624,NP_001015352
OG0000625,NP_001036446
OG0000626,NP_572280
OG0000627,NP_572735
OG0000628,NP_572713
OG0000629,NP_572696
OG0000630,NP_724409
OG0000631,NP_001036470
OG0000633,NP_001027123
OG0000634,NP_001027141
OG0000635,NP_476655
OG0000636,NP_001285467
OG0000637,NP_001097034
OG0000642,NP_001036776
OG0000643,NP_651782
OG0000644,NP_001287601
OG0000645,NP_001287600
OG0000646,NP_524555
OG0000647,NP_651738
OG0000648,NP_733294
OG0000649,NP_651631
OG0000650,NP_476988
OG0000651,NP_610936
OG0000652,NP_733094
OG0000653,NP_733000
OG0000654,NP_651242
OG0000655,NP_524477
OG0000656,NP_524472
OG0000657,NP_651142
OG0000658,NP_651110
OG0000659,NP_731246
OG0000660,NP_649888
OG0000661,NP_649889
OG0000662,NP_649920
OG0000663,NP_731494
OG0000664,NP_650026
OG0000665,NP_650032
OG0000666,NP_650051
OG0000667,NP_652731
OG0000668,NP_650224
OG0000669,NP_650296
OG0000670,NP_732006
OG0000671,NP_524354
OG0000672,NP_650383
OG0000673,NP_650327
OG0000674,NP_650597
OG0000675,NP_001262667
OG0000676,NP_536782
OG0000677,NP_608385
OG0000678,NP_730823
OG0000679,NP_612065
OG0000680,NP_477342
OG0000681,NP_647730
OG0000682,NP_001261554
OG0000683,NP_648075
OG0000684,NP_001261606
OG0000685,NP_001246667
OG0000686,NP_523999
OG0000687,NP_524000
OG0000688,NP_729611
OG0000689,NP_651966
OG0000690,NP_001261715
OG0000691,NP_648511
OG0000692,NP_730342
OG0000693,NP_649004
OG0000694,NP_788521
OG0000695,NP_524103
OG0000696,NP_649075
OG0000697,NP_524157
OG0000698,NP_649116
OG0000699,NP_649120
OG0000700,NP_001027137
OG0000701,NP_649205
OG0000702,NP_649236
OG0000703,NP_001097653
OG0000704,NP_649294
OG0000705,NP_649300
OG0000706,NP_649378
OG0000707,NP_001027143
OG0000708,NP_001027145
OG0000709,NP_476978
OG0000710,NP_001027218
OG0000711,NP_722784
OG0000712,NP_608712
OG0000713,NP_722915
OG0000714,NP_608872
OG0000715,NP_608949
OG0000716,NP_609760
OG0000717,NP_610549
OG0000718,NP_651167
OG0000719,NP_610513
OG0000720,NP_609235
OG0000721,NP_609265
OG0000722,NP_609310
OG0000723,NP_001334737
OG0000724,NP_609694
OG0000725,NP_788042
OG0000726,NP_609661
OG0000727,NP_001260417
OG0000728,NP_609508
OG0000729,NP_609505
OG0000730,NP_609018
OG0000731,NP_723199
OG0000732,NP_609068
OG0000733,NP_477214
OG0000734,NP_609173
OG0000735,NP_001245940
OG0000736,NP_001097214
OG0000737,NP_610246
OG0000738,NP_610207
OG0000739,NP_610193
OG0000740,NP_724438
OG0000741,NP_611969
OG0000742,NP_611934
OG0000743,NP_523821
OG0000744,NP_523820
OG0000745,NP_611752
OG0000746,NP_726244
OG0000747,NP_001356893
OG0000748,NP_788325
OG0000749,NP_610678
OG0000750,NP_725047
OG0000751,NP_725096
OG0000752,NP_523711
OG0000753,NP_476853
OG0000754,NP_610950
OG0000755,NP_610971
OG0000756,NP_725488
OG0000757,NP_611185
OG0000758,NP_611224
OG0000759,NP_726025
OG0000760,NP_611394
OG0000761,NP_001163180
OG0000762,NP_611240
OG0000763,NP_609826
OG0000764,NP_724041
OG0000765,NP_610029
OG0000766,NP_610109
OG0000767,NP_569941
OG0000768,NP_525063
OG0000769,NP_570074
OG0000770,NP_001356931
OG0000771,NP_001259240
OG0000772,NP_572227
OG0000773,NP_525081
OG0000774,NP_001096905
OG0000775,NP_573208
OG0000776,NP_728264
OG0000777,NP_001259714
OG0000778,NP_524803
OG0000779,NP_572456
OG0000780,NP_001259621
OG0000781,NP_523355
OG0000782,NP_573069
OG0000783,NP_573032
OG0000784,NP_572911
OG0000785,NP_572303
OG0000786,NP_572433
OG0000787,NP_608422
OG0000788,NP_001015241
OG0000789,NP_524662
OG0000790,NP_572517
OG0000791,NP_572522
OG0000792,NP_727348
OG0000793,NP_001138185
OG0000794,NP_001104019
OG0000795,NP_001104357
OG0000796,NP_001015349
OG0000797,NP_001260692
OG0000798,NP_001036466
OG0000799,NP_511125
OG0000800,NP_569870
OG0000801,NP_001096849
OG0000802,NP_610170
OG0000803,NP_001015316
OG0000804,ds_NP_001104054
OG0000806,NP_610098
OG0000807,NP_652513
OG0000811,NP_733465
OG0000812,NP_651875
OG0000813,NP_733395
OG0000814,NP_788768
OG0000815,NP_001097980
OG0000816,NP_651768
OG0000817,NP_651705
OG0000818,NP_651670
OG0000819,NP_001097950
OG0000820,NP_651591
OG0000821,NP_651582
OG0000822,NP_001097941
OG0000823,NP_651508
OG0000824,NP_733151
OG0000825,NP_788744
OG0000826,NP_651456
OG0000827,NP_651446
OG0000828,NP_733128
OG0000829,NP_651197
OG0000830,NP_476632
OG0000831,NP_732811
OG0000832,NP_001163693
OG0000833,NP_524450
OG0000834,NP_651031
OG0000835,NP_650998
OG0000836,NP_732682
OG0000838,NP_001287228
OG0000839,NP_731254
OG0000840,NP_001262386
OG0000841,NP_649858
OG0000842,NP_649931
OG0000843,NP_001097732
OG0000844,NP_524302
OG0000845,NP_650003
OG0000846,NP_650019
OG0000847,NP_650064
OG0000848,NP_731573
OG0000849,NP_650140
OG0000850,NP_001350862
OG0000851,NP_650260
OG0000852,NP_650297
OG0000853,NP_650533
OG0000854,NP_650491
OG0000855,NP_732055
OG0000856,NP_650404
OG0000857,NP_650403
OG0000858,NP_650390
OG0000859,NP_650375
OG0000860,NP_650350
OG0000861,NP_650326
OG0000862,NP_650587
OG0000863,NP_996225
OG0000864,NP_650719
OG0000865,NP_650720
OG0000866,NP_732384
OG0000867,NP_524400
OG0000868,NP_650810
OG0000869,NP_650840
OG0000870,NP_650879
OG0000871,NP_650880
OG0000872,NP_001247206
OG0000873,NP_650887
OG0000874,NP_650918
OG0000875,NP_650960
OG0000876,NP_001097860
OG0000877,NP_650976
OG0000878,NP_649763
OG0000879,NP_649758
OG0000880,NP_649737
OG0000881,NP_524267
OG0000882,NP_001246965
OG0000883,NP_731045
OG0000884,NP_730941
OG0000885,NP_001014605
OG0000886,NP_649463
OG0000887,NP_001036660
OG0000888,NP_649436
OG0000889,NP_001287642
OG0000890,NP_652613
OG0000891,NP_612039
OG0000892,NP_612051
OG0000893,NP_647622
OG0000894,NP_647657
OG0000895,NP_477403
OG0000896,NP_523895
OG0000897,NP_524657
OG0000898,NP_648167
OG0000899,NP_648119
OG0000900,NP_648114
OG0000901,NP_648111
OG0000902,NP_648091
OG0000903,NP_648076
OG0000904,NP_648060
OG0000905,NP_001261614
OG0000906,NP_729403
OG0000907,NP_648202
OG0000908,NP_648194
OG0000909,NP_647795
OG0000910,NP_728921
OG0000911,NP_647862
OG0000912,NP_647918
OG0000913,NP_523938
OG0000914,NP_648017
OG0000916,NP_648352
OG0000917,NP_729622
OG0000918,NP_001368938
OG0000919,NP_001034001
OG0000920,NP_524030
OG0000921,NP_648544
OG0000922,NP_648715
OG0000923,NP_730328
OG0000924,NP_730248
OG0000925,NP_648905
OG0000926,NP_524111
OG0000927,NP_648770
OG0000928,NP_649071
OG0000929,NP_649074
OG0000930,NP_649076
OG0000931,NP_649078
OG0000932,NP_001137974
OG0000933,NP_649125
OG0000934,NP_649192
OG0000935,NP_524179
OG0000936,NP_788549
OG0000937,NP_649234
OG0000938,NP_001262123
OG0000939,NP_649271
OG0000940,NP_649314
OG0000941,NP_649317
OG0000942,NP_649377
OG0000943,NP_001027144
OG0000944,NP_730750
OG0000945,NP_788569
OG0000946,NP_649428
OG0000947,NP_001246890
OG0000948,NP_524219
OG0000949,NP_001262238
OG0000950,NP_001036635
OG0000951,NP_001036640
OG0000952,NP_001036652
OG0000953,NP_608511
OG0000954,NP_608546
OG0000955,NP_524666
OG0000956,NP_722687
OG0000957,NP_608581
OG0000958,NP_608598
OG0000959,NP_001259871
OG0000960,NP_722734
OG0000961,NP_722807
OG0000962,NP_001097060
OG0000963,NP_523458
OG0000964,NP_001137777
OG0000965,NP_608753
OG0000966,NP_608761
OG0000967,NP_722953
OG0000968,NP_001260032
OG0000969,NP_001033873
OG0000970,NP_476594
OG0000971,NP_477232
OG0000972,NP_609726
OG0000973,NP_723933
OG0000974,NP_523580
OG0000975,NP_610559
OG0000976,NP_001163108
OG0000977,NP_723435
OG0000978,NP_609282
OG0000979,NP_723510
OG0000980,NP_001260346
OG0000981,NP_608986
OG0000982,NP_608984
OG0000983,NP_001285654
OG0000984,NP_477132
OG0000985,NP_609623
OG0000986,NP_609622
OG0000987,NP_609603
OG0000988,NP_609584
OG0000989,NP_609539
OG0000990,NP_477243
OG0000991,NP_723675
OG0000992,NP_477449
OG0000993,NP_609425
OG0000994,NP_001260356
OG0000995,NP_609005
OG0000996,NP_001137802
OG0000997,NP_001285689
OG0000998,NP_610453
OG0000999,NP_001097232
OG0001000,NP_610402
OG0001001,NP_523661
OG0001002,NP_476628
OG0001003,NP_724653
OG0001004,NP_001163086
OG0001005,NP_724614
OG0001006,NP_724612
OG0001007,NP_610275
OG0001008,NP_523648
OG0001009,NP_995766
OG0001010,NP_001097204
OG0001011,NP_610190
OG0001012,NP_523623
OG0001013,NP_610185
OG0001014,NP_001260710
OG0001015,NP_610173
OG0001016,NP_524736
OG0001017,NP_611913
OG0001018,NP_477400
OG0001019,NP_611812
OG0001020,NP_001246044
OG0001021,NP_476572
OG0001022,NP_001027401
OG0001023,NP_610630
OG0001024,NP_523690
OG0001025,NP_610675
OG0001026,NP_725040
OG0001027,NP_610697
OG0001028,NP_001163126
OG0001029,NP_610857
OG0001030,NP_611001
OG0001031,NP_611080
OG0001032,NP_611085
OG0001033,NP_611103
OG0001034,NP_611169
OG0001035,NP_611671
OG0001036,NP_611658
OG0001037,NP_536784
OG0001038,NP_611483
OG0001039,NP_477407
OG0001040,NP_995903
OG0001041,NP_611412
OG0001042,NP_611401
OG0001043,NP_611376
OG0001044,NP_725820
OG0001045,NP_611321
OG0001046,NP_611320
OG0001047,NP_477414
OG0001048,NP_524687
OG0001049,NP_724152
OG0001050,NP_609941
OG0001051,NP_001260559
OG0001052,NP_724162
OG0001053,NP_788080
OG0001054,NP_724298
OG0001055,NP_569953
OG0001056,NP_569994
OG0001057,NP_569998
OG0001058,NP_001284831
OG0001059,NP_570018
OG0001060,NP_726846
OG0001061,NP_572159
OG0001062,NP_572214
OG0001063,NP_727000
OG0001064,NP_573189
OG0001065,NP_996499
OG0001066,NP_001162796
OG0001067,NP_652499
OG0001068,NP_001259705
OG0001069,NP_608332
OG0001070,NP_652669
OG0001071,NP_608355
OG0001072,NP_573075
OG0001073,NP_573080
OG0001074,NP_573046
OG0001075,NP_573024
OG0001076,NP_573002
OG0001077,NP_001096962
OG0001078,NP_572928
OG0001079,NP_572881
OG0001080,NP_572873
OG0001081,NP_572826
OG0001082,NP_511140
OG0001083,NP_001259269
OG0001084,NP_511063
OG0001085,NP_996360
OG0001086,NP_608420
OG0001087,NP_001400987
OG0001088,NP_572623
OG0001089,NP_572246
OG0001090,NP_572256
OG0001091,NP_001104391
OG0001092,NP_572275
OG0001093,NP_572718
OG0001094,NP_572649
OG0001095,NP_001036250
OG0001096,NP_001303415
OG0001097,NP_001104406
OG0001098,NP_001104335
OG0001099,NP_001104126
OG0001100,NP_001260680
OG0001101,NP_610111
OG0001102,NP_724373
OG0001103,NP_001027410
OG0001104,NP_995843
OG0001105,NP_001261789
OG0001106,NP_727747
OG0001113,NP_524614
OG0001114,NP_524988
OG0001115,NP_651903
OG0001116,NP_651893
OG0001117,NP_651891
OG0001118,NP_733443
OG0001119,NP_001263151
OG0001120,NP_651879
OG0001121,NP_651871
OG0001122,NP_651869
OG0001123,NP_733426
OG0001124,NP_001097987
OG0001125,NP_524597
OG0001126,NP_651820
OG0001127,NP_001097984
OG0001128,NP_651810
OG0001129,NP_651786
OG0001130,NP_651783
OG0001131,NP_651763
OG0001132,NP_651740
OG0001133,NP_524551
OG0001134,NP_651709
OG0001135,NP_651704
OG0001136,NP_524546
OG0001137,NP_651663
OG0001138,NP_524545
OG0001139,NP_651652
OG0001140,NP_001138119
OG0001141,NP_651629
OG0001142,NP_651628
OG0001143,NP_996301
OG0001145,NP_788752
OG0001146,NP_001097953
OG0001147,NP_001163754
OG0001148,NP_651595
OG0001149,NP_001368946
OG0001150,NP_524532
OG0001151,NP_651560
OG0001152,NP_651558
OG0001153,NP_651531
OG0001154,NP_001287552
OG0001155,NP_001263000
OG0001156,NP_524522
OG0001157,NP_001097938
OG0001158,NP_651403
OG0001159,NP_651401
OG0001160,NP_651380
OG0001161,NP_651378
OG0001162,NP_651357
OG0001163,NP_733083
OG0001164,NP_733081
OG0001165,NP_651323
OG0001166,NP_524493
OG0001167,NP_477271
OG0001168,NP_001262935
OG0001169,NP_651303
OG0001170,NP_524491
OG0001171,NP_733048
OG0001172,NP_001262932
OG0001173,NP_733041
OG0001174,NP_651269
OG0001175,NP_001262916
OG0001176,NP_651261
OG0001177,NP_732995
OG0001178,NP_651229
OG0001179,NP_651228
OG0001180,NP_001262894
OG0001181,NP_651171
OG0001182,NP_001097885
OG0001183,NP_001247263
OG0001184,NP_651111
OG0001185,NP_524454
OG0001186,NP_524453
OG0001187,NP_651079
OG0001188,NP_732772
OG0001189,NP_651070
OG0001190,NP_651069
OG0001191,NP_651048
OG0001192,NP_732741
OG0001193,NP_651044
OG0001194,NP_001262811
OG0001195,NP_524440
OG0001196,NP_524439
OG0001197,NP_650984
OG0001198,NP_001287456
OG0001199,NP_650983
